id,region,month,year,kwh,bill_amount,household_size,submitter_name,created_at
1145,Sud,1,2024,34.28,1714.0,1,Anonyme,2025-09-04 13:47:14.079581
1146,Sud-Ouest,10,2025,87.18,4359.0,3,Emma Mercier,2026-03-19 13:47:14.079581
1147,Sud,12,2024,90.94,4547.0,7,Catherine Moreau,2026-02-01 13:47:14.079581
1148,Sud,5,2024,57.89,2895.0,7,Julien Girard,2025-10-26 13:47:14.079581
1149,Nord,9,2025,39.33,1966.0,5,Emma Mercier,2026-02-17 13:47:14.079581
1150,Sud,11,2025,67.51,3376.0,4,Luc Fontaine,2025-08-30 13:47:14.079581
1151,Adamaoua,10,2024,85.59,4280.0,6,Stephanie Vincent,2026-04-18 13:47:14.079581
1152,Est,10,2026,106.05,5303.0,8,Stephanie Vincent,2025-07-23 13:47:14.079581
1153,Centre,7,2025,131.56,7203.0,1,Sophie Garcia,2026-04-15 13:47:14.079581
1154,Sud,10,2025,20.0,1000.0,6,Catherine Moreau,2025-07-02 13:47:14.079581
1155,Nord,7,2026,94.24,4712.0,7,Anne Leblanc,2025-10-13 13:47:14.079581
1156,Nord,4,2025,71.83,3592.0,3,Isabelle Lefevre,2025-07-18 13:47:14.079581
1157,Est,6,2025,96.22,4811.0,1,Luc Fontaine,2025-04-26 13:47:14.079581
1158,Centre,3,2026,142.57,8073.0,7,Julien Girard,2025-09-12 13:47:14.079581
1159,Littoral,8,2025,157.76,9273.0,4,Emma Mercier,2025-04-30 13:47:14.079581
1160,Sud,2,2024,36.7,1835.0,5,Emma Mercier,2025-09-03 13:47:14.079581
1161,Littoral,8,2025,140.16,7882.0,5,Luc Fontaine,2025-09-18 13:47:14.079581
1162,Ouest,5,2024,158.31,9316.0,1,Benjamin Leroy,2025-11-18 13:47:14.079581
1163,Ouest,11,2024,73.02,3651.0,6,Thomas Dufour,2025-09-29 13:47:14.079581
1164,Extrême-Nord,4,2026,52.79,2639.0,10,Marc Leduc,2025-05-07 13:47:14.079581
1165,Ouest,2,2026,139.89,7861.0,7,Sophie Garcia,2025-08-05 13:47:14.079581
1166,Nord-Ouest,1,2025,91.43,4571.0,4,Pierre Bernard,2026-02-07 13:47:14.079581
1167,Nord-Ouest,5,2026,61.48,3074.0,3,Pierre Bernard,2025-06-01 13:47:14.079581
1168,Littoral,8,2025,59.75,2987.0,9,Catherine Moreau,2025-07-18 13:47:14.079581
1169,Littoral,8,2026,140.21,7887.0,5,Benjamin Leroy,2025-10-26 13:47:14.079581
1170,Centre,9,2026,164.05,9770.0,6,Nicolas Garnier,2025-10-31 13:47:14.079581
1171,Sud-Ouest,1,2025,54.85,2743.0,8,Marc Leduc,2026-03-07 13:47:14.079581
1172,Littoral,5,2024,87.39,4370.0,1,Claude Rousseau,2025-10-28 13:47:14.079581
1173,Littoral,9,2024,31.21,1561.0,9,Emma Mercier,2026-01-10 13:47:14.079581
1174,Nord,11,2024,60.7,3035.0,9,Michel Durand,2025-06-17 13:47:14.079581
1175,Sud-Ouest,11,2024,119.61,6259.0,9,Marc Leduc,2025-08-27 13:47:14.079581
1176,Est,3,2026,93.37,4668.0,2,Florence Mathieu,2025-11-16 13:47:14.079581
1177,Centre,5,2026,111.88,5649.0,1,Claude Rousseau,2025-12-20 13:47:14.079581
1178,Centre,11,2026,228.88,14892.0,5,Catherine Moreau,2025-12-02 13:47:14.079581
1179,Ouest,7,2025,117.72,6110.0,1,Anne Leblanc,2026-01-31 13:47:14.079581
1180,Nord-Ouest,4,2025,114.07,5822.0,9,Catherine Moreau,2025-09-02 13:47:14.079581
1181,Nord-Ouest,9,2024,75.15,3757.0,9,Claude Rousseau,2025-11-01 13:47:14.079581
1182,Adamaoua,5,2024,150.45,8696.0,9,Nicolas Garnier,2026-02-03 13:47:14.079581
1183,Nord,2,2024,56.34,2817.0,2,Claude Rousseau,2025-05-15 13:47:14.079581
1184,Ouest,7,2024,125.37,6714.0,8,Anonyme,2025-10-16 13:47:14.079581
1185,Adamaoua,10,2024,128.43,6956.0,10,Marc Leduc,2026-02-20 13:47:14.079581
1186,Littoral,3,2025,108.1,5405.0,3,Julien Girard,2025-09-15 13:47:14.079581
1187,Sud,5,2026,37.71,1885.0,5,Sophie Garcia,2025-05-14 13:47:14.079581
1188,Nord-Ouest,4,2025,70.7,3535.0,10,Emma Mercier,2025-11-06 13:47:14.079581
1189,Littoral,3,2025,197.01,12374.0,4,Jean Dupont,2025-05-06 13:47:14.079581
1190,Adamaoua,8,2026,74.1,3705.0,8,Pierre Bernard,2025-05-02 13:47:14.079581
1191,Littoral,9,2024,134.09,7403.0,6,Catherine Moreau,2026-04-18 13:47:14.079581
1192,Adamaoua,9,2024,165.67,9898.0,8,Luc Fontaine,2026-04-20 13:47:14.079581
1193,Est,6,2026,33.87,1693.0,6,Marc Leduc,2025-11-12 13:47:14.079581
1194,Sud-Ouest,6,2024,158.0,9292.0,1,Marie Martin,2025-06-16 13:47:14.079581
1195,Extrême-Nord,8,2025,48.89,2445.0,1,Anne Leblanc,2025-12-01 13:47:14.079581
1196,Sud-Ouest,4,2026,64.39,3220.0,10,Anonyme,2025-12-19 13:47:14.079581
1197,Centre,8,2025,90.15,4508.0,1,Benjamin Leroy,2026-01-26 13:47:14.079581
1198,Centre,12,2026,145.34,8292.0,3,Julien Girard,2025-05-19 13:47:14.079581
1199,Sud-Ouest,11,2026,91.73,4586.0,5,Anonyme,2025-06-10 13:47:14.079581
1200,Est,5,2026,86.27,4314.0,5,Luc Fontaine,2025-08-11 13:47:14.079581
1201,Est,7,2026,182.1,11196.0,3,Pierre Bernard,2025-08-26 13:47:14.079581
1202,Nord-Ouest,9,2026,130.95,7155.0,3,Marie Martin,2025-09-09 13:47:14.079581
1203,Sud,2,2026,38.73,1936.0,9,Julien Girard,2025-05-25 13:47:14.079581
1204,Extrême-Nord,11,2026,46.11,2306.0,5,Nicolas Garnier,2026-02-16 13:47:14.079581
1205,Adamaoua,10,2024,233.91,15289.0,2,Julien Girard,2025-05-14 13:47:14.079581
1206,Nord-Ouest,4,2024,78.51,3925.0,8,Sophie Garcia,2025-07-30 13:47:14.079581
1207,Centre,5,2026,232.47,15175.0,3,Luc Fontaine,2025-06-03 13:47:14.079581
1208,Centre,5,2026,79.68,3984.0,4,Anne Leblanc,2025-12-19 13:47:14.079581
1209,Adamaoua,11,2024,82.39,4120.0,6,Marc Leduc,2026-01-23 13:47:14.079581
1210,Nord-Ouest,7,2026,139.47,7828.0,10,Anonyme,2025-05-14 13:47:14.079581
1211,Sud,2,2025,38.95,1947.0,9,Sophie Garcia,2026-01-18 13:47:14.079581
1212,Ouest,4,2025,238.34,15639.0,3,Anne Leblanc,2025-08-25 13:47:14.079581
1213,Centre,3,2025,181.87,11178.0,9,Jean Dupont,2025-11-22 13:47:14.079581
1214,Sud,6,2025,62.83,3142.0,5,Thomas Dufour,2026-04-06 13:47:14.079581
1215,Sud,1,2025,53.75,2688.0,6,Claude Rousseau,2025-07-10 13:47:14.079581
1216,Sud-Ouest,4,2026,118.51,6173.0,5,Catherine Moreau,2026-03-25 13:47:14.079581
1217,Adamaoua,2,2025,44.89,2244.0,10,Stephanie Vincent,2026-01-26 13:47:14.079581
1218,Est,9,2024,164.84,9832.0,4,Emma Mercier,2026-04-01 13:47:14.079581
1219,Nord,4,2025,20.0,1000.0,3,Stephanie Vincent,2025-10-02 13:47:14.079581
1220,Sud-Ouest,4,2026,68.4,3420.0,2,Catherine Moreau,2026-01-12 13:47:14.079581
1221,Sud,10,2024,24.76,1238.0,10,Catherine Moreau,2025-10-12 13:47:14.079581
1222,Ouest,10,2026,34.47,1723.0,9,Anonyme,2025-06-09 13:47:14.079581
1223,Adamaoua,3,2024,39.29,1964.0,6,Nicolas Garnier,2025-09-04 13:47:14.079581
1224,Nord-Ouest,11,2026,121.29,6392.0,6,Marie Martin,2025-12-05 13:47:14.079581
1225,Extrême-Nord,5,2025,27.3,1365.0,3,Catherine Moreau,2026-03-07 13:47:14.079581
1226,Centre,9,2024,251.32,16665.0,1,Emma Mercier,2025-12-28 13:47:14.079581
1227,Nord-Ouest,9,2025,78.43,3921.0,3,Claude Rousseau,2025-10-04 13:47:14.079581
1228,Centre,3,2024,178.71,10928.0,6,Anonyme,2026-02-28 13:47:14.079581
1229,Est,7,2026,20.0,1000.0,8,Nicolas Garnier,2025-07-05 13:47:14.079581
1230,Ouest,5,2024,98.8,4940.0,4,Catherine Moreau,2025-12-14 13:47:14.079581
1231,Littoral,5,2026,138.37,7741.0,7,Emma Mercier,2025-05-21 13:47:14.079581
1232,Extrême-Nord,4,2024,39.49,1975.0,5,Marie Martin,2025-09-09 13:47:14.079581
1233,Littoral,7,2024,186.85,11571.0,9,Marie Martin,2026-04-21 13:47:14.079581
1234,Extrême-Nord,3,2025,39.85,1993.0,8,Sophie Garcia,2026-01-21 13:47:14.079581
1235,Sud,12,2024,57.64,2882.0,7,Thomas Dufour,2025-09-12 13:47:14.079581
1236,Sud,11,2026,36.03,1801.0,1,Julien Girard,2025-07-31 13:47:14.079581
1237,Ouest,1,2025,131.4,7191.0,4,Marie Martin,2025-06-21 13:47:14.079581
1238,Est,12,2024,69.45,3472.0,7,Sophie Garcia,2026-01-17 13:47:14.079581
1239,Extrême-Nord,3,2026,39.48,1974.0,8,Thomas Dufour,2025-09-06 13:47:14.079581
1240,Centre,4,2026,142.06,8033.0,7,Emma Mercier,2025-09-17 13:47:14.079581
1241,Littoral,10,2024,146.31,8368.0,10,Sophie Garcia,2025-09-16 13:47:14.079581
1242,Centre,11,2024,129.12,7011.0,8,Benjamin Leroy,2025-11-27 13:47:14.079581
1243,Nord,6,2025,61.76,3088.0,9,Marie Martin,2025-05-07 13:47:14.079581
1244,Ouest,6,2025,138.0,7712.0,2,Anonyme,2026-03-03 13:47:14.079581
1245,Littoral,9,2024,123.67,6580.0,5,Jean Dupont,2025-10-10 13:47:14.079581
1246,Nord,5,2024,68.67,3433.0,8,Julien Girard,2026-04-20 13:47:14.079581
1247,Littoral,9,2026,164.88,9835.0,9,Thomas Dufour,2025-10-20 13:47:14.079581
1248,Littoral,11,2025,77.27,3864.0,4,Catherine Moreau,2025-07-08 13:47:14.079581
1249,Littoral,7,2024,178.35,10900.0,4,Michel Durand,2025-08-23 13:47:14.079581
1250,Extrême-Nord,10,2025,20.4,1020.0,7,Marie Martin,2025-05-17 13:47:14.079581
1251,Nord-Ouest,1,2026,44.29,2214.0,6,Julien Girard,2025-05-13 13:47:14.079581
1252,Sud-Ouest,5,2024,70.16,3508.0,8,Claude Rousseau,2025-12-06 13:47:14.079581
1253,Littoral,2,2025,113.58,5783.0,2,Jean Dupont,2025-05-16 13:47:14.079581
1254,Centre,6,2026,140.27,7891.0,1,Michel Durand,2025-11-27 13:47:14.079581
1255,Nord-Ouest,12,2025,69.51,3475.0,8,Michel Durand,2025-10-11 13:47:14.079581
1256,Est,8,2025,65.64,3282.0,1,Emma Mercier,2025-12-22 13:47:14.079581
1257,Sud-Ouest,6,2025,63.53,3177.0,2,Valerie Blanchard,2025-12-20 13:47:14.079581
1258,Est,10,2026,82.01,4100.0,7,Thomas Dufour,2026-03-06 13:47:14.079581
1259,Est,10,2024,116.15,5986.0,10,Benjamin Leroy,2025-06-29 13:47:14.079581
1260,Est,10,2025,123.45,6562.0,2,Catherine Moreau,2026-02-28 13:47:14.079581
1261,Centre,3,2025,143.07,8113.0,2,Anonyme,2026-03-09 13:47:14.079581
1262,Sud,7,2025,23.31,1165.0,1,Anonyme,2025-11-02 13:47:14.079581
1263,Adamaoua,3,2026,196.61,12342.0,2,Marie Martin,2025-05-19 13:47:14.079581
1264,Littoral,10,2026,49.07,2453.0,7,Benjamin Leroy,2026-03-15 13:47:14.079581
1265,Adamaoua,3,2024,105.72,5286.0,10,Anne Leblanc,2025-09-08 13:47:14.079581
1266,Sud,4,2025,88.93,4447.0,7,Marie Martin,2025-11-07 13:47:14.079581
1267,Adamaoua,1,2024,20.0,1000.0,4,Claude Rousseau,2025-06-21 13:47:14.079581
1268,Extrême-Nord,12,2025,20.0,1000.0,6,Benjamin Leroy,2025-07-22 13:47:14.079581
1269,Nord-Ouest,2,2024,68.46,3423.0,5,Jean Dupont,2026-01-29 13:47:14.079581
1270,Nord-Ouest,8,2025,93.92,4696.0,4,Benjamin Leroy,2025-09-04 13:47:14.079581
1271,Centre,10,2024,47.04,2352.0,7,Pierre Bernard,2026-03-25 13:47:14.079581
1272,Ouest,3,2024,109.0,5450.0,5,Sophie Garcia,2025-07-08 13:47:14.079581
1273,Sud-Ouest,11,2024,120.24,6309.0,7,Benjamin Leroy,2025-06-26 13:47:14.079581
1274,Ouest,9,2026,185.31,11450.0,2,Florence Mathieu,2025-08-02 13:47:14.079581
1275,Nord-Ouest,5,2024,65.35,3267.0,8,Thomas Dufour,2025-10-15 13:47:14.079581
1276,Est,12,2025,81.29,4064.0,5,Jean Dupont,2025-06-24 13:47:14.079581
1277,Ouest,3,2026,120.46,6326.0,1,Valerie Blanchard,2025-08-09 13:47:14.079581
1278,Nord-Ouest,2,2026,102.79,5139.0,6,Michel Durand,2025-12-04 13:47:14.079581
1279,Nord,1,2024,49.21,2460.0,8,Michel Durand,2025-05-09 13:47:14.079581
1280,Sud,6,2025,53.5,2675.0,7,Sophie Garcia,2026-02-03 13:47:14.079581
1281,Est,5,2025,184.29,11369.0,2,Anne Leblanc,2026-04-01 13:47:14.079581
1282,Ouest,6,2025,89.43,4472.0,7,Catherine Moreau,2025-10-16 13:47:14.079581
1283,Adamaoua,4,2025,178.83,10938.0,1,Julien Girard,2025-09-03 13:47:14.079581
1284,Littoral,7,2025,153.93,8970.0,7,Isabelle Lefevre,2025-04-28 13:47:14.079581
1285,Adamaoua,7,2024,26.96,1348.0,3,Anne Leblanc,2025-09-23 13:47:14.079581
1286,Est,7,2026,91.99,4599.0,1,Anne Leblanc,2025-05-17 13:47:14.079581
1287,Sud,6,2026,20.0,1000.0,9,Benjamin Leroy,2026-04-16 13:47:14.079581
1288,Nord-Ouest,12,2024,80.94,4047.0,7,Michel Durand,2026-03-02 13:47:14.079581
1289,Centre,7,2024,171.71,10375.0,4,Isabelle Lefevre,2025-10-06 13:47:14.079581
1290,Extrême-Nord,4,2025,60.32,3016.0,10,Michel Durand,2026-04-05 13:47:14.079581
1291,Sud-Ouest,10,2026,77.58,3879.0,8,Nicolas Garnier,2026-04-12 13:47:14.079581
1292,Nord,10,2025,50.73,2536.0,5,Marie Martin,2025-08-19 13:47:14.079581
1293,Sud-Ouest,7,2025,116.51,6014.0,2,Anne Leblanc,2026-03-23 13:47:14.079581
1294,Extrême-Nord,11,2025,20.0,1000.0,7,Pierre Bernard,2025-05-22 13:47:14.079581
1295,Sud,3,2024,64.71,3235.0,2,Pierre Bernard,2025-07-16 13:47:14.079581
1296,Adamaoua,1,2024,174.37,10585.0,2,Isabelle Lefevre,2026-04-15 13:47:14.079581
1297,Nord,3,2026,73.45,3672.0,9,Sophie Garcia,2025-05-03 13:47:14.079581
1298,Centre,4,2025,149.57,8626.0,2,Anonyme,2025-08-21 13:47:14.079581
1299,Nord-Ouest,12,2024,34.84,1742.0,9,Marc Leduc,2025-08-18 13:47:14.079581
1300,Nord-Ouest,2,2025,70.17,3509.0,10,Marc Leduc,2025-05-17 13:47:14.079581
1301,Ouest,11,2025,121.1,6377.0,4,Thomas Dufour,2025-11-24 13:47:14.079581
1302,Nord-Ouest,10,2025,92.82,4641.0,8,Anne Leblanc,2025-12-14 13:47:14.079581
1303,Extrême-Nord,11,2025,31.12,1556.0,1,Anonyme,2025-07-04 13:47:14.079581
1304,Nord-Ouest,5,2024,105.94,5297.0,2,Benjamin Leroy,2025-08-12 13:47:14.079581
1305,Littoral,11,2025,110.76,5560.0,4,Sophie Garcia,2025-10-26 13:47:14.079581
1306,Sud-Ouest,5,2026,173.77,10537.0,9,Nicolas Garnier,2026-01-11 13:47:14.079581
1307,Nord-Ouest,3,2026,140.5,7909.0,1,Isabelle Lefevre,2025-12-27 13:47:14.079581
1308,Est,2,2025,71.84,3592.0,4,Pierre Bernard,2025-12-07 13:47:14.079581
1309,Sud-Ouest,1,2025,36.83,1842.0,2,Catherine Moreau,2025-06-02 13:47:14.079581
1310,Centre,3,2026,66.74,3337.0,1,Florence Mathieu,2026-01-29 13:47:14.079581
1311,Littoral,2,2024,20.0,1000.0,9,Pierre Bernard,2026-01-01 13:47:14.079581
1312,Littoral,6,2025,82.65,4132.0,7,Thomas Dufour,2025-11-17 13:47:14.079581
1313,Littoral,3,2026,78.26,3913.0,5,Julien Girard,2025-07-15 13:47:14.079581
1314,Sud,8,2026,20.0,1000.0,6,Marc Leduc,2025-11-28 13:47:14.079581
1315,Sud,3,2025,45.59,2280.0,10,Anonyme,2025-06-24 13:47:14.079581
1316,Sud-Ouest,12,2024,67.26,3363.0,1,Anonyme,2025-10-03 13:47:14.079581
1317,Extrême-Nord,6,2026,45.27,2263.0,1,Anonyme,2025-06-17 13:47:14.079581
1318,Sud-Ouest,9,2024,73.88,3694.0,3,Catherine Moreau,2026-03-23 13:47:14.079581
1319,Sud,9,2026,90.15,4507.0,6,Florence Mathieu,2025-09-10 13:47:14.079581
1320,Nord-Ouest,9,2024,88.87,4444.0,2,Marc Leduc,2026-02-15 13:47:14.079581
1321,Nord-Ouest,12,2026,93.2,4660.0,2,Anonyme,2025-09-25 13:47:14.079581
1322,Adamaoua,1,2026,125.8,6748.0,3,Luc Fontaine,2026-02-01 13:47:14.079581
1323,Sud,7,2026,51.69,2585.0,3,Claude Rousseau,2025-07-27 13:47:14.079581
1324,Sud-Ouest,1,2025,116.28,5996.0,9,Julien Girard,2025-09-04 13:47:14.079581
1325,Adamaoua,1,2026,186.03,11507.0,10,Julien Girard,2026-02-01 13:47:14.079581
1326,Adamaoua,6,2024,44.25,2213.0,4,Marie Martin,2026-01-02 13:47:14.079581
1327,Nord-Ouest,1,2026,48.61,2430.0,3,Julien Girard,2025-10-27 13:47:14.079581
1328,Nord-Ouest,4,2025,130.58,7126.0,9,Michel Durand,2025-10-30 13:47:14.079581
1329,Nord,5,2026,49.41,2470.0,10,Stephanie Vincent,2026-03-26 13:47:14.079581
1330,Adamaoua,3,2024,123.87,6596.0,3,Marie Martin,2026-01-22 13:47:14.079581
1331,Sud-Ouest,2,2025,59.33,2966.0,3,Isabelle Lefevre,2026-01-27 13:47:14.079581
1332,Littoral,8,2026,200.83,12675.0,9,Emma Mercier,2026-04-15 13:47:14.079581
1333,Centre,1,2026,105.04,5252.0,5,Anne Leblanc,2025-10-09 13:47:14.079581
1334,Nord-Ouest,3,2026,78.5,3925.0,6,Anonyme,2025-08-27 13:47:14.079581
1335,Ouest,6,2024,139.24,7810.0,1,Emma Mercier,2026-03-09 13:47:14.079581
1336,Extrême-Nord,6,2026,42.27,2114.0,10,Emma Mercier,2026-04-18 13:47:14.079581
1337,Sud,10,2024,62.58,3129.0,1,Pierre Bernard,2026-02-05 13:47:14.079581
1338,Sud-Ouest,5,2024,101.17,5058.0,4,Isabelle Lefevre,2025-09-25 13:47:14.079581
1339,Nord,7,2024,20.0,1000.0,8,Sophie Garcia,2026-02-21 13:47:14.079581
1340,Extrême-Nord,2,2025,24.84,1242.0,9,Stephanie Vincent,2026-02-07 13:47:14.079581
1341,Centre,1,2025,133.7,7373.0,6,Benjamin Leroy,2025-12-22 13:47:14.079581
1342,Extrême-Nord,10,2026,26.19,1309.0,5,Valerie Blanchard,2025-12-03 13:47:14.079581
1343,Adamaoua,10,2024,31.03,1551.0,4,Thomas Dufour,2026-02-21 13:47:14.079581
1344,Sud,3,2026,39.49,1974.0,1,Anonyme,2025-08-14 13:47:14.079581
1345,Adamaoua,8,2026,30.42,1521.0,8,Benjamin Leroy,2026-04-05 13:47:14.079581
1346,Ouest,11,2025,141.57,7994.0,8,Marc Leduc,2026-01-17 13:47:14.079581
1347,Littoral,4,2024,156.41,9166.0,5,Anonyme,2026-03-09 13:47:14.079581
1348,Sud-Ouest,4,2024,128.9,6993.0,4,Pierre Bernard,2025-06-21 13:47:14.079581
1349,Sud-Ouest,3,2025,105.76,5288.0,2,Michel Durand,2025-10-10 13:47:14.079581
1350,Adamaoua,3,2025,102.53,5126.0,1,Jean Dupont,2025-12-21 13:47:14.079581
1351,Extrême-Nord,10,2025,28.81,1441.0,3,Stephanie Vincent,2025-07-30 13:47:14.079581
1352,Ouest,11,2024,66.15,3308.0,10,Michel Durand,2026-03-30 13:47:14.079581
1353,Extrême-Nord,4,2026,49.27,2464.0,2,Marie Martin,2026-04-22 13:47:14.079581
1354,Sud,9,2026,40.65,2033.0,7,Emma Mercier,2025-05-24 13:47:14.079581
1355,Sud-Ouest,7,2024,69.1,3455.0,2,Michel Durand,2025-12-04 13:47:14.079581
1356,Nord-Ouest,2,2025,68.84,3442.0,6,Nicolas Garnier,2026-04-02 13:47:14.079581
1357,Adamaoua,2,2025,87.8,4390.0,9,Marc Leduc,2025-06-17 13:47:14.079581
1358,Sud-Ouest,6,2026,106.43,5322.0,3,Benjamin Leroy,2025-08-04 13:47:14.079581
1359,Sud,1,2024,43.46,2173.0,10,Pierre Bernard,2025-12-28 13:47:14.079581
1360,Ouest,4,2024,84.35,4218.0,9,Anonyme,2025-04-25 13:47:14.079581
1361,Nord,10,2024,55.35,2768.0,3,Anonyme,2025-09-01 13:47:14.079581
1362,Extrême-Nord,5,2025,39.95,1998.0,7,Michel Durand,2025-12-20 13:47:14.079581
1363,Est,6,2025,116.93,6047.0,4,Marie Martin,2025-08-14 13:47:14.079581
1364,Extrême-Nord,1,2025,36.8,1840.0,2,Anne Leblanc,2026-02-04 13:47:14.079581
1365,Est,4,2024,77.88,3894.0,9,Catherine Moreau,2026-04-14 13:47:14.079581
1366,Centre,8,2024,54.63,2731.0,6,Stephanie Vincent,2025-11-21 13:47:14.079581
1367,Adamaoua,5,2025,142.63,8077.0,8,Benjamin Leroy,2025-11-27 13:47:14.079581
1368,Centre,12,2025,165.17,9858.0,5,Jean Dupont,2025-06-04 13:47:14.079581
1369,Est,2,2025,79.32,3966.0,5,Jean Dupont,2026-01-12 13:47:14.079581
1370,Sud-Ouest,7,2025,139.28,7813.0,3,Stephanie Vincent,2025-06-12 13:47:14.079581
1371,Nord-Ouest,11,2025,99.41,4971.0,9,Marc Leduc,2025-07-13 13:47:14.079581
1372,Nord,3,2024,56.72,2836.0,6,Benjamin Leroy,2026-01-12 13:47:14.079581
1373,Centre,2,2024,147.79,8485.0,4,Anonyme,2025-07-10 13:47:14.079581
1374,Ouest,4,2025,92.05,4602.0,8,Florence Mathieu,2025-07-19 13:47:14.079581
1375,Littoral,9,2024,217.38,13983.0,9,Catherine Moreau,2026-01-13 13:47:14.079581
1376,Littoral,7,2026,111.03,5581.0,4,Stephanie Vincent,2025-11-20 13:47:14.079581
1377,Adamaoua,11,2025,74.54,3727.0,7,Michel Durand,2026-03-19 13:47:14.079581
1378,Ouest,9,2026,122.52,6489.0,5,Isabelle Lefevre,2025-07-27 13:47:14.079581
1379,Centre,12,2026,219.84,14177.0,6,Benjamin Leroy,2025-05-11 13:47:14.079581
1380,Adamaoua,3,2025,119.8,6274.0,1,Anne Leblanc,2026-03-01 13:47:14.079581
1381,Adamaoua,7,2025,73.92,3696.0,8,Isabelle Lefevre,2025-05-29 13:47:14.079581
1382,Sud,1,2025,32.0,1600.0,7,Jean Dupont,2026-03-31 13:47:14.079581
1383,Littoral,6,2025,175.39,10666.0,3,Marc Leduc,2025-11-16 13:47:14.079581
1384,Est,7,2024,65.68,3284.0,2,Anonyme,2025-11-29 13:47:14.079581
1385,Sud,7,2026,61.17,3058.0,1,Thomas Dufour,2025-07-11 13:47:14.079581
1386,Ouest,10,2025,65.28,3264.0,9,Anne Leblanc,2025-09-30 13:47:14.079581
1387,Nord,9,2025,20.0,1000.0,3,Michel Durand,2025-12-16 13:47:14.079581
1388,Est,10,2025,126.13,6775.0,6,Benjamin Leroy,2025-06-11 13:47:14.079581
1389,Sud,11,2026,20.0,1000.0,4,Anonyme,2025-10-31 13:47:14.079581
1390,Centre,2,2025,163.82,9752.0,4,Anonyme,2026-01-31 13:47:14.079581
1391,Ouest,5,2026,117.48,6091.0,8,Michel Durand,2025-10-09 13:47:14.079581
1392,Ouest,4,2024,201.05,12693.0,1,Claude Rousseau,2026-03-12 13:47:14.079581
1393,Ouest,6,2026,66.78,3339.0,5,Julien Girard,2026-03-15 13:47:14.079581
1394,Extrême-Nord,9,2024,44.86,2243.0,1,Luc Fontaine,2026-04-11 13:47:14.079581
1395,Est,10,2026,92.07,4603.0,6,Sophie Garcia,2025-09-12 13:47:14.079581
1396,Est,1,2026,148.28,8524.0,6,Michel Durand,2025-09-28 13:47:14.079581
1397,Extrême-Nord,2,2024,34.64,1732.0,2,Luc Fontaine,2026-01-12 13:47:14.079581
1398,Nord-Ouest,5,2025,57.39,2869.0,9,Thomas Dufour,2025-10-01 13:47:14.079581
1399,Est,12,2024,129.15,7013.0,1,Emma Mercier,2026-03-02 13:47:14.079581
1400,Adamaoua,9,2025,171.79,10381.0,9,Benjamin Leroy,2026-03-29 13:47:14.079581
1401,Sud,9,2026,85.25,4263.0,2,Sophie Garcia,2025-05-02 13:47:14.079581
1402,Est,8,2024,25.47,1274.0,8,Catherine Moreau,2025-12-25 13:47:14.079581
1403,Adamaoua,6,2024,122.97,6525.0,1,Anonyme,2025-05-31 13:47:14.079581
1404,Adamaoua,5,2024,148.12,8512.0,1,Emma Mercier,2025-07-19 13:47:14.079581
1405,Nord,6,2025,49.49,2474.0,10,Claude Rousseau,2025-08-26 13:47:14.079581
1406,Adamaoua,10,2026,110.35,5528.0,3,Benjamin Leroy,2026-03-17 13:47:14.079581
1407,Adamaoua,3,2026,138.19,7727.0,2,Michel Durand,2025-06-23 13:47:14.079581
1408,Nord-Ouest,12,2024,99.58,4979.0,8,Anonyme,2025-12-19 13:47:14.079581
1409,Ouest,7,2025,20.0,1000.0,6,Catherine Moreau,2025-11-15 13:47:14.079581
1410,Sud-Ouest,8,2024,44.85,2243.0,2,Sophie Garcia,2025-08-05 13:47:14.079581
1411,Nord,1,2026,68.31,3416.0,2,Marie Martin,2025-10-30 13:47:14.079581
1412,Adamaoua,9,2024,95.66,4783.0,1,Catherine Moreau,2025-06-24 13:47:14.079581
1413,Sud,7,2024,47.49,2374.0,5,Emma Mercier,2025-12-17 13:47:14.079581
1414,Nord-Ouest,2,2026,61.34,3067.0,6,Anne Leblanc,2025-05-13 13:47:14.079581
1415,Ouest,2,2026,142.48,8066.0,10,Florence Mathieu,2025-08-08 13:47:14.079581
1416,Extrême-Nord,1,2026,65.41,3271.0,8,Isabelle Lefevre,2026-01-09 13:47:14.079581
1417,Est,8,2024,89.5,4475.0,7,Thomas Dufour,2025-05-02 13:47:14.079581
1418,Nord-Ouest,5,2025,126.53,6806.0,5,Anonyme,2026-01-24 13:47:14.079581
1419,Nord,7,2025,32.33,1616.0,9,Marc Leduc,2025-06-27 13:47:14.079581
1420,Nord,6,2024,71.0,3550.0,10,Sophie Garcia,2025-06-05 13:47:14.079581
1421,Littoral,8,2025,20.0,1000.0,3,Marc Leduc,2025-08-13 13:47:14.079581
1422,Sud-Ouest,12,2024,44.32,2216.0,8,Sophie Garcia,2025-08-23 13:47:14.079581
1423,Littoral,9,2024,228.39,14853.0,8,Valerie Blanchard,2025-07-09 13:47:14.079581
1424,Adamaoua,7,2024,103.38,5169.0,5,Claude Rousseau,2025-12-09 13:47:14.079581
1425,Littoral,2,2025,94.85,4742.0,1,Valerie Blanchard,2026-02-20 13:47:14.079581
1426,Extrême-Nord,5,2026,43.81,2190.0,4,Anne Leblanc,2025-12-15 13:47:14.079581
